observation,action,reward,next_observation
[-0.08198829 -0.16405204  0.11658757  0.39454365],1,1.0,[-0.08526933  0.02923928  0.12447844  0.14077409]
[-0.08526933  0.02923928  0.12447844  0.14077409],1,1.0,[-0.08468454  0.22237897  0.12729393 -0.11019161]
[-0.08468454  0.22237897  0.12729393 -0.11019161],0,1.0,[-0.08023696  0.02568454  0.12509009  0.21978629]
[-0.08023696  0.02568454  0.12509009  0.21978629],0,1.0,[-0.07972328 -0.17098285  0.12948582  0.54916304]
[-0.07972328 -0.17098285  0.12948582  0.54916304],1,1.0,[-0.08314294  0.0221052   0.14046909  0.29991814]
[-0.08314294  0.0221052   0.14046909  0.29991814],1,1.0,[-0.08270083  0.21497467  0.14646745  0.05462571]
[-0.08270083  0.21497467  0.14646745  0.05462571],0,1.0,[-0.07840133  0.01808935  0.14755996  0.3896992 ]
[-0.07840133  0.01808935  0.14755996  0.3896992 ],1,1.0,[-0.07803955  0.21084256  0.15535395  0.14693676]
[-0.07803955  0.21084256  0.15535395  0.14693676],1,1.0,[-0.0738227   0.40343806  0.15829268 -0.09298673]
[-0.0738227   0.40343806  0.15829268 -0.09298673],1,1.0,[-0.06575394  0.59597886  0.15643294 -0.33184323]
[-0.06575394  0.59597886  0.15643294 -0.33184323],1,1.0,[-0.05383436  0.78856844  0.14979608 -0.5713962 ]
[-0.05383436  0.78856844  0.14979608 -0.5713962 ],0,1.0,[-0.03806299  0.5916985   0.13836816 -0.23552278]
[-0.03806299  0.5916985   0.13836816 -0.23552278],1,1.0,[-0.02622902  0.78460026  0.1336577  -0.4815593 ]
[-0.02622902  0.78460026  0.1336577  -0.4815593 ],1,1.0,[-0.01053701  0.9776075   0.12402651 -0.7293095 ]
[-0.01053701  0.9776075   0.12402651 -0.7293095 ],0,1.0,[ 0.00901514  0.7810094   0.10944033 -0.40030715]
[ 0.00901514  0.7810094   0.10944033 -0.40030715],1,1.0,[ 0.02463532  0.9744225   0.10143418 -0.65658   ]
[ 0.02463532  0.9744225   0.10143418 -0.65658   ],0,1.0,[ 0.04412378  0.7780457   0.08830258 -0.33375832]
[ 0.04412378  0.7780457   0.08830258 -0.33375832],1,1.0,[ 0.05968469  0.9718072   0.08162741 -0.5973409 ]
[ 0.05968469  0.9718072   0.08162741 -0.5973409 ],1,1.0,[ 0.07912083  1.1656977   0.06968059 -0.86323655]
[ 0.07912083  1.1656977   0.06968059 -0.86323655],1,1.0,[ 0.10243478  1.3598053   0.05241587 -1.1332219 ]
[ 0.10243478  1.3598053   0.05241587 -1.1332219 ],1,1.0,[ 0.1296309   1.5542036   0.02975143 -1.4090155 ]
[ 0.1296309   1.5542036   0.02975143 -1.4090155 ],0,1.0,[ 0.16071497  1.3587254   0.00157112 -1.1071825 ]
[ 0.16071497  1.3587254   0.00157112 -1.1071825 ],1,1.0,[ 0.18788947  1.5538267  -0.02057253 -1.3993721 ]
[ 0.18788947  1.5538267  -0.02057253 -1.3993721 ],1,1.0,[ 0.218966    1.7491983  -0.04855997 -1.6984153 ]
[ 0.218966    1.7491983  -0.04855997 -1.6984153 ],1,1.0,[ 0.25394997  1.9448452  -0.08252828 -2.0058107 ]
[ 0.25394997  1.9448452  -0.08252828 -2.0058107 ],0,1.0,[ 0.2928469  1.7506745 -0.1226445 -1.7397817]
[ 0.2928469  1.7506745 -0.1226445 -1.7397817],1,1.0,[ 0.3278604   1.9469615  -0.15744013 -2.067968  ]
[ 0.3278604   1.9469615  -0.15744013 -2.067968  ],1,1.0,[ 0.3667996   2.143297   -0.19879949 -2.4049249 ]
[ 0.3667996   2.143297   -0.19879949 -2.4049249 ],0,1.0,[ 0.40966555  1.9503877  -0.24689798 -2.1793232 ]
[-0.03068759  0.01366765 -0.00917704 -0.04178032],0,1.0,[-0.03041424 -0.18132152 -0.01001265  0.2479931 ]
[-0.03041424 -0.18132152 -0.01001265  0.2479931 ],1,1.0,[-0.03404067  0.01394199 -0.00505279 -0.04783115]
[-0.03404067  0.01394199 -0.00505279 -0.04783115],1,1.0,[-0.03376183  0.20913602 -0.00600941 -0.342104  ]
[-0.03376183  0.20913602 -0.00600941 -0.342104  ],0,1.0,[-0.02957911  0.01410009 -0.01285149 -0.05132211]
[-0.02957911  0.01410009 -0.01285149 -0.05132211],1,1.0,[-0.0292971   0.20940393 -0.01387793 -0.34803194]
[-0.0292971   0.20940393 -0.01387793 -0.34803194],0,1.0,[-0.02510903  0.0144821  -0.02083857 -0.0597573 ]
[-0.02510903  0.0144821  -0.02083857 -0.0597573 ],1,1.0,[-0.02481938  0.20989653 -0.02203372 -0.3589414 ]
[-0.02481938  0.20989653 -0.02203372 -0.3589414 ],1,1.0,[-0.02062145  0.40532467 -0.02921254 -0.6584898 ]
[-0.02062145  0.40532467 -0.02921254 -0.6584898 ],0,1.0,[-0.01251496  0.21062122 -0.04238234 -0.37514657]
[-0.01251496  0.21062122 -0.04238234 -0.37514657],0,1.0,[-0.00830254  0.01612611 -0.04988527 -0.09612254]
[-0.00830254  0.01612611 -0.04988527 -0.09612254],1,1.0,[-0.00798001  0.21192622 -0.05180772 -0.40411752]
[-0.00798001  0.21192622 -0.05180772 -0.40411752],0,1.0,[-0.00374149  0.01757583 -0.05989007 -0.12820774]
[-0.00374149  0.01757583 -0.05989007 -0.12820774],0,1.0,[-0.00338997 -0.17663932 -0.06245423  0.1449955 ]
[-0.00338997 -0.17663932 -0.06245423  0.1449955 ],0,1.0,[-0.00692276 -0.37081385 -0.05955432  0.41733983]
[-0.00692276 -0.37081385 -0.05955432  0.41733983],1,1.0,[-0.01433904 -0.17490071 -0.05120752  0.10649249]
[-0.01433904 -0.17490071 -0.05120752  0.10649249],0,1.0,[-0.01783705 -0.36925286 -0.04907767  0.38259014]
[-0.01783705 -0.36925286 -0.04907767  0.38259014],0,1.0,[-0.02522211 -0.5636449  -0.04142587  0.65940404]
[-0.02522211 -0.5636449  -0.04142587  0.65940404],0,1.0,[-0.036495   -0.75816655 -0.02823779  0.9387605 ]
[-0.036495   -0.75816655 -0.02823779  0.9387605 ],1,1.0,[-0.05165834 -0.56267554 -0.00946258  0.63734007]
[-0.05165834 -0.56267554 -0.00946258  0.63734007],1,1.0,[-0.06291185 -0.3674229   0.00328422  0.34169227]
[-0.06291185 -0.3674229   0.00328422  0.34169227],0,1.0,[-0.0702603  -0.56259143  0.01011807  0.63540906]
[-0.0702603  -0.56259143  0.01011807  0.63540906],0,1.0,[-0.08151213 -0.75785303  0.02282625  0.9312611 ]
[-0.08151213 -0.75785303  0.02282625  0.9312611 ],0,1.0,[-0.09666919 -0.95327544  0.04145147  1.2310287 ]
[-0.09666919 -0.95327544  0.04145147  1.2310287 ],1,1.0,[-0.1157347  -0.7587105   0.06607205  0.9516152 ]
[-0.1157347  -0.7587105   0.06607205  0.9516152 ],0,1.0,[-0.1309089  -0.9546564   0.08510435  1.2643038 ]
[-0.1309089  -0.9546564   0.08510435  1.2643038 ],0,1.0,[-0.15000203 -1.1507567   0.11039042  1.5823803 ]
[-0.15000203 -1.1507567   0.11039042  1.5823803 ],1,1.0,[-0.17301717 -0.957108    0.14203803  1.3260641 ]
[-0.17301717 -0.957108    0.14203803  1.3260641 ],1,1.0,[-0.19215934 -0.76403606  0.16855931  1.0809915 ]
[-0.19215934 -0.76403606  0.16855931  1.0809915 ],0,1.0,[-0.20744005 -0.9609331   0.19017914  1.4214735 ]
[-0.20744005 -0.9609331   0.19017914  1.4214735 ],1,1.0,[-0.22665872 -0.76860356  0.21860862  1.1937568 ]
[ 0.03499668  0.03418529 -0.03750209 -0.00342674],1,1.0,[ 0.03568038  0.22982444 -0.03757063 -0.30770218]
[ 0.03568038  0.22982444 -0.03757063 -0.30770218],1,1.0,[ 0.04027687  0.42546105 -0.04372467 -0.61199313]
[ 0.04027687  0.42546105 -0.04372467 -0.61199313],0,1.0,[ 0.04878609  0.23097658 -0.05596453 -0.33339626]
[ 0.04878609  0.23097658 -0.05596453 -0.33339626],1,1.0,[ 0.05340562  0.42684856 -0.06263246 -0.6431892 ]
[ 0.05340562  0.42684856 -0.06263246 -0.6431892 ],1,1.0,[ 0.0619426   0.622785   -0.07549624 -0.95491946]
[ 0.0619426   0.622785   -0.07549624 -0.95491946],1,1.0,[ 0.07439829  0.81883687 -0.09459464 -1.2703344 ]
[ 0.07439829  0.81883687 -0.09459464 -1.2703344 ],1,1.0,[ 0.09077504  1.0150305  -0.12000132 -1.5910786 ]
[ 0.09077504  1.0150305  -0.12000132 -1.5910786 ],0,1.0,[ 0.11107564  0.8215204  -0.1518229  -1.3380966 ]
[ 0.11107564  0.8215204  -0.1518229  -1.3380966 ],1,1.0,[ 0.12750605  1.018193   -0.17858483 -1.6741767 ]
[ 0.12750605  1.018193   -0.17858483 -1.6741767 ],1,1.0,[ 0.14786991  1.2148821  -0.21206836 -2.0167434 ]
[-0.04434687 -0.03538127 -0.02725269  0.01285669],0,1.0,[-0.0450545  -0.23010199 -0.02699556  0.29681802]
[-0.0450545  -0.23010199 -0.02699556  0.29681802],0,1.0,[-0.04965654 -0.42482892 -0.0210592   0.5808663 ]
[-0.04965654 -0.42482892 -0.0210592   0.5808663 ],1,1.0,[-0.05815311 -0.22941831 -0.00944187  0.28162438]
[-0.05815311 -0.22941831 -0.00944187  0.28162438],0,1.0,[-0.06274148 -0.42440432 -0.00380939  0.5713145 ]
[-0.06274148 -0.42440432 -0.00380939  0.5713145 ],1,1.0,[-0.07122956 -0.22922915  0.0076169   0.2774339 ]
[-0.07122956 -0.22922915  0.0076169   0.2774339 ],0,1.0,[-0.07581415 -0.42445892  0.01316558  0.57250947]
[-0.07581415 -0.42445892  0.01316558  0.57250947],1,1.0,[-0.08430333 -0.22952403  0.02461577  0.284003  ]
[-0.08430333 -0.22952403  0.02461577  0.284003  ],1,1.0,[-0.08889381 -0.03476167  0.03029583 -0.00081574]
[-0.08889381 -0.03476167  0.03029583 -0.00081574],1,1.0,[-0.08958904  0.15991299  0.03027952 -0.2837881 ]
[-0.08958904  0.15991299  0.03027952 -0.2837881 ],1,1.0,[-0.08639078  0.35459027  0.02460375 -0.56676936]
[-0.08639078  0.35459027  0.02460375 -0.56676936],1,1.0,[-0.07929897  0.5493586   0.01326837 -0.85160065]
[-0.07929897  0.5493586   0.01326837 -0.85160065],0,1.0,[-0.0683118   0.3540583  -0.00376365 -0.5547752 ]
[-0.0683118   0.3540583  -0.00376365 -0.5547752 ],1,1.0,[-0.06123064  0.5492329  -0.01485915 -0.8486415 ]
[-0.06123064  0.5492329  -0.01485915 -0.8486415 ],1,1.0,[-0.05024598  0.74455434 -0.03183198 -1.1459597 ]
[-0.05024598  0.74455434 -0.03183198 -1.1459597 ],1,1.0,[-0.03535489  0.9400772  -0.05475118 -1.4484526 ]
[-0.03535489  0.9400772  -0.05475118 -1.4484526 ],1,1.0,[-0.01655335  1.1358279  -0.08372023 -1.7577274 ]
[-0.01655335  1.1358279  -0.08372023 -1.7577274 ],1,1.0,[ 0.00616321  1.3317926  -0.11887477 -2.07523   ]
[ 0.00616321  1.3317926  -0.11887477 -2.07523   ],1,1.0,[ 0.03279906  1.5279032  -0.16037938 -2.4021869 ]
[ 0.03279906  1.5279032  -0.16037938 -2.4021869 ],1,1.0,[ 0.06335712  1.7240211  -0.20842311 -2.739538  ]
[ 0.06335712  1.7240211  -0.20842311 -2.739538  ],1,1.0,[ 0.09783754  1.9199176  -0.26321387 -3.087857  ]
[-0.02246415 -0.0388214  -0.04025721  0.02455211],0,1.0,[-0.02324058 -0.2333436  -0.03976617  0.30426657]
[-0.02324058 -0.2333436  -0.03976617  0.30426657],0,1.0,[-0.02790745 -0.42787695 -0.03368084  0.58414775]
[-0.02790745 -0.42787695 -0.03368084  0.58414775],1,1.0,[-0.03646499 -0.23229976 -0.02199788  0.28104803]
[-0.03646499 -0.23229976 -0.02199788  0.28104803],1,1.0,[-0.04111099 -0.03687104 -0.01637692 -0.01849096]
[-0.04111099 -0.03687104 -0.01637692 -0.01849096],1,1.0,[-0.04184841  0.1584819  -0.01674674 -0.31629568]
[-0.04184841  0.1584819  -0.01674674 -0.31629568],1,1.0,[-0.03867877  0.35383832 -0.02307266 -0.6142126 ]
[-0.03867877  0.35383832 -0.02307266 -0.6142126 ],1,1.0,[-0.031602    0.549275   -0.03535691 -0.9140722 ]
[-0.031602    0.549275   -0.03535691 -0.9140722 ],0,1.0,[-0.02061651  0.35464865 -0.05363835 -0.63270795]
[-0.02061651  0.35464865 -0.05363835 -0.63270795],1,1.0,[-0.01352353  0.55047625 -0.06629251 -0.94178903]
[-0.01352353  0.55047625 -0.06629251 -0.94178903],1,1.0,[-0.00251401  0.7464259  -0.08512829 -1.2545437 ]
[-0.00251401  0.7464259  -0.08512829 -1.2545437 ],0,1.0,[ 0.01241451  0.55249095 -0.11021917 -0.98969215]
[ 0.01241451  0.55249095 -0.11021917 -0.98969215],1,1.0,[ 0.02346433  0.74890184 -0.130013   -1.3148596 ]
[ 0.02346433  0.74890184 -0.130013   -1.3148596 ],1,1.0,[ 0.03844237  0.9454071  -0.1563102  -1.645246  ]
[ 0.03844237  0.9454071  -0.1563102  -1.645246  ],0,1.0,[ 0.05735051  0.7524216  -0.18921512 -1.4050653 ]
[ 0.05735051  0.7524216  -0.18921512 -1.4050653 ],1,1.0,[ 0.07239894  0.9493209  -0.21731642 -1.7504408 ]
[ 0.01436105 -0.03449762 -0.02195565 -0.00994718],1,1.0,[ 0.01367109  0.16093221 -0.02215459 -0.30947572]
[ 0.01367109  0.16093221 -0.02215459 -0.30947572],0,1.0,[ 0.01688974 -0.03386719 -0.0283441  -0.02386123]
[ 0.01688974 -0.03386719 -0.0283441  -0.02386123],0,1.0,[ 0.01621239 -0.22857144 -0.02882133  0.25974578]
[ 0.01621239 -0.22857144 -0.02882133  0.25974578],1,1.0,[ 0.01164097 -0.03305015 -0.02362641 -0.04188665]
[ 0.01164097 -0.03305015 -0.02362641 -0.04188665],1,1.0,[ 0.01097996  0.16240248 -0.02446415 -0.34192932]
[ 0.01097996  0.16240248 -0.02446415 -0.34192932],0,1.0,[ 0.01422801 -0.03236302 -0.03130273 -0.05706021]
[ 0.01422801 -0.03236302 -0.03130273 -0.05706021],1,1.0,[ 0.01358075  0.16319345 -0.03244394 -0.35945272]
[ 0.01358075  0.16319345 -0.03244394 -0.35945272],1,1.0,[ 0.01684462  0.35876122 -0.03963299 -0.66218686]
[ 0.01684462  0.35876122 -0.03963299 -0.66218686],0,1.0,[ 0.02401984  0.16421248 -0.05287673 -0.38224193]
[ 0.02401984  0.16421248 -0.05287673 -0.38224193],1,1.0,[ 0.02730409  0.3600438  -0.06052157 -0.69111687]
[ 0.02730409  0.3600438  -0.06052157 -0.69111687],1,1.0,[ 0.03450497  0.55595094 -0.0743439  -1.0022221 ]
[ 0.03450497  0.55595094 -0.0743439  -1.0022221 ],1,1.0,[ 0.04562399  0.7519833  -0.09438834 -1.3172953 ]
[ 0.04562399  0.7519833  -0.09438834 -1.3172953 ],1,1.0,[ 0.06066366  0.9481638  -0.12073425 -1.6379652 ]
[ 0.06066366  0.9481638  -0.12073425 -1.6379652 ],1,1.0,[ 0.07962693  1.1444769  -0.15349355 -1.9657009 ]
[ 0.07962693  1.1444769  -0.15349355 -1.9657009 ],0,1.0,[ 0.10251646  0.9512759  -0.19280757 -1.7242568 ]
[ 0.10251646  0.9512759  -0.19280757 -1.7242568 ],0,1.0,[ 0.12154198  0.75881237 -0.2272927  -1.4972458 ]
[-0.0168493  -0.04179148 -0.00881593 -0.01219317],1,1.0,[-0.01768513  0.15345578 -0.00905979 -0.30764455]
[-0.01768513  0.15345578 -0.00905979 -0.30764455],0,1.0,[-0.01461601 -0.04153591 -0.01521268 -0.01783255]
[-0.01461601 -0.04153591 -0.01521268 -0.01783255],1,1.0,[-0.01544673  0.15380087 -0.01556933 -0.31527618]
[-0.01544673  0.15380087 -0.01556933 -0.31527618],1,1.0,[-0.01237071  0.3491411  -0.02187486 -0.6128282 ]
[-0.01237071  0.3491411  -0.02187486 -0.6128282 ],1,1.0,[-0.00538789  0.5445618  -0.03413142 -0.91231984]
[-0.00538789  0.5445618  -0.03413142 -0.91231984],0,1.0,[ 0.00550334  0.34991786 -0.05237782 -0.63055664]
[ 0.00550334  0.34991786 -0.05237782 -0.63055664],1,1.0,[ 0.0125017   0.54573    -0.06498895 -0.9392641 ]
[ 0.0125017   0.54573    -0.06498895 -0.9392641 ],0,1.0,[ 0.0234163   0.35154152 -0.08377423 -0.66768956]
[ 0.0234163   0.35154152 -0.08377423 -0.66768956],1,1.0,[ 0.03044713  0.5477224  -0.09712802 -0.9855297 ]
[ 0.03044713  0.5477224  -0.09712802 -0.9855297 ],0,1.0,[ 0.04140158  0.35402605 -0.11683862 -0.7248653 ]
[ 0.04140158  0.35402605 -0.11683862 -0.7248653 ],1,1.0,[ 0.0484821   0.55055326 -0.13133593 -1.0519187 ]
[ 0.0484821   0.55055326 -0.13133593 -1.0519187 ],1,1.0,[ 0.05949317  0.7471491  -0.1523743  -1.3827747 ]
[ 0.05949317  0.7471491  -0.1523743  -1.3827747 ],0,1.0,[ 0.07443615  0.55422086 -0.1800298  -1.1413603 ]
[ 0.07443615  0.55422086 -0.1800298  -1.1413603 ],0,1.0,[ 0.08552057  0.36184907 -0.202857   -0.91010946]
[ 0.08552057  0.36184907 -0.202857   -0.91010946],1,1.0,[ 0.09275755  0.55905265 -0.22105919 -1.2590811 ]
[-0.00451686 -0.01130386 -0.03596064  0.04107055],1,1.0,[-0.00474294  0.18431482 -0.03513923 -0.2627379 ]
[-0.00474294  0.18431482 -0.03513923 -0.2627379 ],0,1.0,[-0.00105665 -0.0102884  -0.04039398  0.01865791]
[-0.00105665 -0.0102884  -0.04039398  0.01865791],1,1.0,[-0.00126241  0.18538886 -0.04002082 -0.28649116]
[-0.00126241  0.18538886 -0.04002082 -0.28649116],0,1.0,[ 0.00244536 -0.00914016 -0.04575065 -0.00669426]
[ 0.00244536 -0.00914016 -0.04575065 -0.00669426],0,1.0,[ 0.00226256 -0.20357713 -0.04588453  0.27121004]
[ 0.00226256 -0.20357713 -0.04588453  0.27121004],0,1.0,[-0.00180898 -0.39801532 -0.04046033  0.549075  ]
[-0.00180898 -0.39801532 -0.04046033  0.549075  ],0,1.0,[-0.00976929 -0.5925462  -0.02947883  0.82874054]
[-0.00976929 -0.5925462  -0.02947883  0.82874054],1,1.0,[-0.02162021 -0.39703396 -0.01290402  0.52693397]
[-0.02162021 -0.39703396 -0.01290402  0.52693397],0,1.0,[-0.02956089 -0.591972   -0.00236534  0.81552297]
[-0.02956089 -0.591972   -0.00236534  0.81552297],1,1.0,[-0.04140033 -0.3968177   0.01394512  0.522097  ]
[-0.04140033 -0.3968177   0.01394512  0.522097  ],1,1.0,[-0.04933669 -0.2018948   0.02438706  0.23384078]
[-0.04933669 -0.2018948   0.02438706  0.23384078],0,1.0,[-0.05337458 -0.39735657  0.02906387  0.5341153 ]
[-0.05337458 -0.39735657  0.02906387  0.5341153 ],0,1.0,[-0.06132171 -0.59287494  0.03974618  0.83581257]
[-0.06132171 -0.59287494  0.03974618  0.83581257],0,1.0,[-0.07317922 -0.7885166   0.05646243  1.1407256 ]
[-0.07317922 -0.7885166   0.05646243  1.1407256 ],1,1.0,[-0.08894955 -0.59417635  0.07927694  0.8662709 ]
[-0.08894955 -0.59417635  0.07927694  0.8662709 ],0,1.0,[-0.10083307 -0.7902825   0.09660236  1.1827893 ]
[-0.10083307 -0.7902825   0.09660236  1.1827893 ],1,1.0,[-0.11663872 -0.5965376   0.12025815  0.9218839 ]
[-0.11663872 -0.5965376   0.12025815  0.9218839 ],1,1.0,[-0.12856947 -0.40322787  0.13869582  0.66928416]
[-0.12856947 -0.40322787  0.13869582  0.66928416],0,1.0,[-0.13663404 -0.5999779   0.1520815   1.0022212 ]
[-0.13663404 -0.5999779   0.1520815   1.0022212 ],0,1.0,[-0.14863358 -0.79676855  0.17212594  1.3385398 ]
[-0.14863358 -0.79676855  0.17212594  1.3385398 ],1,1.0,[-0.16456896 -0.60418063  0.19889672  1.1042824 ]
[-0.16456896 -0.60418063  0.19889672  1.1042824 ],1,1.0,[-0.17665257 -0.41215003  0.22098237  0.8800061 ]
[ 0.02097788 -0.01569664  0.03219116 -0.04222011],1,1.0,[ 0.02066395  0.17894927  0.03134675 -0.32457513]
[ 0.02066395  0.17894927  0.03134675 -0.32457513],0,1.0,[ 0.02424293 -0.01660467  0.02485525 -0.02217389]
[ 0.02424293 -0.01660467  0.02485525 -0.02217389],0,1.0,[ 0.02391084 -0.21207409  0.02441178  0.27824637]
[ 0.02391084 -0.21207409  0.02441178  0.27824637],0,1.0,[ 0.01966936 -0.40753564  0.0299767   0.5785277 ]
[ 0.01966936 -0.40753564  0.0299767   0.5785277 ],0,1.0,[ 0.01151864 -0.6030646   0.04154725  0.8805012 ]
[ 0.01151864 -0.6030646   0.04154725  0.8805012 ],0,1.0,[-5.4264895e-04 -7.9872561e-01  5.9157278e-02  1.1859508e+00]
[-5.4264895e-04 -7.9872561e-01  5.9157278e-02  1.1859508e+00],1,1.0,[-0.01651716 -0.60441864  0.08287629  0.9123823 ]
[-0.01651716 -0.60441864  0.08287629  0.9123823 ],0,1.0,[-0.02860553 -0.80055815  0.10112394  1.2299196 ]
[-0.02860553 -0.80055815  0.10112394  1.2299196 ],0,1.0,[-0.0446167  -0.99682516  0.12572233  1.5524958 ]
[-0.0446167  -0.99682516  0.12572233  1.5524958 ],1,1.0,[-0.0645532  -0.80341494  0.15677224  1.3015354 ]
[-0.0645532  -0.80341494  0.15677224  1.3015354 ],1,1.0,[-0.0806215  -0.6105906   0.18280296  1.0617484 ]
[-0.0806215  -0.6105906   0.18280296  1.0617484 ],1,1.0,[-0.09283331 -0.41829732  0.20403792  0.8315597 ]
[-0.09283331 -0.41829732  0.20403792  0.8315597 ],0,1.0,[-0.10119925 -0.61553574  0.22066912  1.1808519 ]
[-0.04514887 -0.03794079  0.00455449  0.03273627],0,1.0,[-0.04590768 -0.23312776  0.00520921  0.3268527 ]
[-0.04590768 -0.23312776  0.00520921  0.3268527 ],1,1.0,[-0.05057024 -0.03808035  0.01174627  0.03581707]
[-0.05057024 -0.03808035  0.01174627  0.03581707],0,1.0,[-0.05133185 -0.23336875  0.01246261  0.3321828 ]
[-0.05133185 -0.23336875  0.01246261  0.3321828 ],0,1.0,[-0.05599922 -0.42866588  0.01910627  0.62876964]
[-0.05599922 -0.42866588  0.01910627  0.62876964],0,1.0,[-0.06457254 -0.6240492   0.03168166  0.927408  ]
[-0.06457254 -0.6240492   0.03168166  0.927408  ],0,1.0,[-0.07705352 -0.81958425  0.05022982  1.2298763 ]
[-0.07705352 -0.81958425  0.05022982  1.2298763 ],0,1.0,[-0.0934452  -1.0153152   0.07482734  1.5378637 ]
[-0.0934452  -1.0153152   0.07482734  1.5378637 ],1,1.0,[-0.11375151 -0.82116926  0.10558461  1.2694384 ]
[-0.11375151 -0.82116926  0.10558461  1.2694384 ],0,1.0,[-0.13017489 -1.0174689   0.13097338  1.5932325 ]
[-0.13017489 -1.0174689   0.13097338  1.5932325 ],1,1.0,[-0.15052427 -0.82412183  0.16283804  1.344092  ]
[-0.15052427 -0.82412183  0.16283804  1.344092  ],0,1.0,[-0.16700672 -1.0208739   0.18971987  1.682979  ]
[-0.16700672 -1.0208739   0.18971987  1.682979  ],1,1.0,[-0.1874242  -0.8283878   0.22337945  1.454874  ]
[-0.00644005  0.02427603  0.00338818  0.0478456 ],1,1.0,[-0.00595452  0.21934924  0.00434509 -0.2437664 ]
[-0.00595452  0.21934924  0.00434509 -0.2437664 ],1,1.0,[-1.5675401e-03  4.1440886e-01 -5.3024094e-04 -5.3507560e-01]
[-1.5675401e-03  4.1440886e-01 -5.3024094e-04 -5.3507560e-01],1,1.0,[ 0.00672064  0.60953826 -0.01123175 -0.82792556]
[ 0.00672064  0.60953826 -0.01123175 -0.82792556],0,1.0,[ 0.0189114   0.41457167 -0.02779027 -0.5387962 ]
[ 0.0189114   0.41457167 -0.02779027 -0.5387962 ],0,1.0,[ 0.02720284  0.21985118 -0.03856619 -0.25499755]
[ 0.02720284  0.21985118 -0.03856619 -0.25499755],1,1.0,[ 0.03159986  0.41550195 -0.04366614 -0.5595911 ]
[ 0.03159986  0.41550195 -0.04366614 -0.5595911 ],1,1.0,[ 0.0399099   0.61120874 -0.05485796 -0.8657052 ]
[ 0.0399099   0.61120874 -0.05485796 -0.8657052 ],0,1.0,[ 0.05213407  0.4168746  -0.07217207 -0.5907627 ]
[ 0.05213407  0.4168746  -0.07217207 -0.5907627 ],1,1.0,[ 0.06047156  0.61292887 -0.08398732 -0.9052787 ]
[ 0.06047156  0.61292887 -0.08398732 -0.9052787 ],0,1.0,[ 0.07273014  0.41903853 -0.10209289 -0.6401316 ]
[ 0.07273014  0.41903853 -0.10209289 -0.6401316 ],0,1.0,[ 0.08111091  0.22547695 -0.11489552 -0.38126424]
[ 0.08111091  0.22547695 -0.11489552 -0.38126424],0,1.0,[ 0.08562045  0.03215796 -0.12252081 -0.12690265]
[ 0.08562045  0.03215796 -0.12252081 -0.12690265],0,1.0,[ 0.08626361 -0.1610152  -0.12505886  0.1247539 ]
[ 0.08626361 -0.1610152  -0.12505886  0.1247539 ],0,1.0,[ 0.08304331 -0.3541443  -0.12256379  0.37551358]
[ 0.08304331 -0.3541443  -0.12256379  0.37551358],1,1.0,[ 0.07596042 -0.15751402 -0.11505351  0.04683711]
[ 0.07596042 -0.15751402 -0.11505351  0.04683711],0,1.0,[ 0.07281014 -0.35081428 -0.11411677  0.30111942]
[ 0.07281014 -0.35081428 -0.11411677  0.30111942],0,1.0,[ 0.06579386 -0.54414046 -0.10809439  0.55574495]
[ 0.06579386 -0.54414046 -0.10809439  0.55574495],0,1.0,[ 0.05491104 -0.737592   -0.09697948  0.8125107 ]
[ 0.05491104 -0.737592   -0.09697948  0.8125107 ],1,1.0,[ 0.04015921 -0.541285   -0.08072927  0.4909665 ]
[ 0.04015921 -0.541285   -0.08072927  0.4909665 ],1,1.0,[ 0.02933351 -0.34512255 -0.07090994  0.17397256]
[ 0.02933351 -0.34512255 -0.07090994  0.17397256],0,1.0,[ 0.02243106 -0.5391618  -0.06743049  0.44346988]
[ 0.02243106 -0.5391618  -0.06743049  0.44346988],0,1.0,[ 0.01164782 -0.7332681  -0.05856109  0.71415806]
[ 0.01164782 -0.7332681  -0.05856109  0.71415806],1,1.0,[-0.00301754 -0.5373864  -0.04427793  0.40363213]
[-0.00301754 -0.5373864  -0.04427793  0.40363213],1,1.0,[-0.01376527 -0.34166536 -0.03620529  0.09732486]
[-0.01376527 -0.34166536 -0.03620529  0.09732486],1,1.0,[-0.02059858 -0.14604372 -0.03425879 -0.20655733]
[-0.02059858 -0.14604372 -0.03425879 -0.20655733],1,1.0,[-0.02351945  0.04955096 -0.03838994 -0.5098473 ]
[-0.02351945  0.04955096 -0.03838994 -0.5098473 ],0,1.0,[-0.02252843 -0.14500973 -0.04858688 -0.22950517]
[-0.02252843 -0.14500973 -0.04858688 -0.22950517],1,1.0,[-0.02542863  0.05077165 -0.05317698 -0.5371096 ]
[-0.02542863  0.05077165 -0.05317698 -0.5371096 ],0,1.0,[-0.02441319 -0.1435639  -0.06391918 -0.26164502]
